source,target,weight,time,electrode
e8_w10_t72,e8_w10_t105,0.0303,10,C3
e8_w10_t73,e8_w10_t74,1.0,10,C3
e8_w10_t73,e8_w10_t86,0.0769,10,C3
e8_w10_t74,e8_w10_t75,1.0,10,C3
e8_w10_t74,e8_w10_t84,0.1,10,C3
e8_w10_t75,e8_w10_t76,1.0,10,C3
e8_w10_t83,e8_w10_t84,1.0,10,C3
e8_w10_t84,e8_w10_t85,1.0,10,C3
e8_w10_t103,e8_w10_t104,1.0,10,C3
e8_w10_t113,e8_w10_t114,1.0,10,C3
e8_w10_t114,e8_w10_t115,1.0,10,C3
e8_w10_t114,e8_w10_t123,0.1111,10,C3
e8_w10_t115,e8_w10_t116,1.0,10,C3
e8_w10_t123,e8_w10_t124,1.0,10,C3
e8_w10_t124,e8_w10_t125,1.0,10,C3
e8_w10_t125,e8_w10_t126,1.0,10,C3
e8_w10_t214,e8_w10_t215,1.0,10,C3
e8_w10_t215,e8_w10_t216,1.0,10,C3
e9_w10_t2,e9_w10_t3,1.0,10,CZ
e9_w10_t3,e9_w10_t4,1.0,10,CZ
e9_w10_t3,e9_w10_t12,0.1111,10,CZ
e9_w10_t10,e9_w10_t11,1.0,10,CZ
e9_w10_t11,e9_w10_t12,1.0,10,CZ
e9_w10_t12,e9_w10_t13,1.0,10,CZ
e9_w10_t13,e9_w10_t14,1.0,10,CZ
e9_w10_t21,e9_w10_t22,1.0,10,CZ
e9_w10_t22,e9_w10_t23,1.0,10,CZ
e9_w10_t22,e9_w10_t57,0.0286,10,CZ
e9_w10_t23,e9_w10_t24,1.0,10,CZ
e9_w10_t23,e9_w10_t56,0.0303,10,CZ
e9_w10_t24,e9_w10_t25,1.0,10,CZ
e9_w10_t53,e9_w10_t54,1.0,10,CZ
e9_w10_t54,e9_w10_t55,1.0,10,CZ
e9_w10_t55,e9_w10_t56,1.0,10,CZ
e9_w10_t56,e9_w10_t57,1.0,10,CZ
e9_w10_t57,e9_w10_t58,1.0,10,CZ
e9_w10_t66,e9_w10_t75,0.1111,10,CZ
e9_w10_t73,e9_w10_t74,1.0,10,CZ
e9_w10_t74,e9_w10_t75,1.0,10,CZ
e9_w10_t75,e9_w10_t76,1.0,10,CZ
e9_w10_t76,e9_w10_t77,1.0,10,CZ
e9_w10_t106,e9_w10_t107,1.0,10,CZ
e9_w10_t107,e9_w10_t108,1.0,10,CZ
e9_w10_t107,e9_w10_t119,0.0833,10,CZ
e9_w10_t108,e9_w10_t109,1.0,10,CZ
e9_w10_t109,e9_w10_t110,1.0,10,CZ
e9_w10_t189,e9_w10_t190,1.0,10,CZ
e9_w10_t189,e9_w10_t202,0.0769,10,CZ
e9_w10_t190,e9_w10_t191,1.0,10,CZ
e9_w10_t216,e9_w10_t217,1.0,10,CZ
e9_w10_t217,e9_w10_t218,1.0,10,CZ
e9_w10_t231,e9_w10_t232,1.0,10,CZ
e9_w10_t252,e9_w10_t253,1.0,10,CZ
e9_w10_t253,e9_w10_t254,1.0,10,CZ
e10_w10_t11,e10_w10_t12,1.0,10,C4
e10_w10_t18,e10_w10_t19,1.0,10,C4
e10_w10_t19,e10_w10_t20,1.0,10,C4
e10_w10_t20,e10_w10_t21,1.0,10,C4
e10_w10_t23,e10_w10_t24,1.0,10,C4
e10_w10_t24,e10_w10_t25,1.0,10,C4
e10_w10_t24,e10_w10_t30,0.1667,10,C4
e10_w10_t25,e10_w10_t29,0.25,10,C4
e10_w10_t28,e10_w10_t29,1.0,10,C4
e10_w10_t29,e10_w10_t30,1.0,10,C4
e10_w10_t62,e10_w10_t72,0.1,10,C4
e10_w10_t70,e10_w10_t71,1.0,10,C4
e10_w10_t71,e10_w10_t72,1.0,10,C4
e10_w10_t91,e10_w10_t92,1.0,10,C4
e10_w10_t92,e10_w10_t93,1.0,10,C4
e10_w10_t120,e10_w10_t121,1.0,10,C4
e10_w10_t120,e10_w10_t140,0.05,10,C4
e10_w10_t120,e10_w10_t141,0.0476,10,C4
e10_w10_t121,e10_w10_t122,1.0,10,C4
e10_w10_t121,e10_w10_t136,0.0667,10,C4
e10_w10_t214,e10_w10_t215,1.0,10,C4
e11_w10_t28,e11_w10_t29,1.0,10,T8
e11_w10_t58,e11_w10_t79,0.0476,10,T8
e11_w10_t72,e11_w10_t73,1.0,10,T8
e11_w10_t73,e11_w10_t74,1.0,10,T8
e11_w10_t78,e11_w10_t79,1.0,10,T8
e11_w10_t105,e11_w10_t114,0.1111,10,T8
e11_w10_t113,e11_w10_t114,1.0,10,T8
e11_w10_t114,e11_w10_t115,1.0,10,T8
e11_w10_t115,e11_w10_t116,1.0,10,T8
e11_w10_t122,e11_w10_t123,1.0,10,T8
e11_w10_t123,e11_w10_t124,1.0,10,T8
e11_w10_t124,e11_w10_t125,1.0,10,T8
e11_w10_t124,e11_w10_t135,0.0909,10,T8
e11_w10_t141,e11_w10_t154,0.0769,10,T8
e11_w10_t151,e11_w10_t152,1.0,10,T8
e11_w10_t152,e11_w10_t153,1.0,10,T8
e11_w10_t153,e11_w10_t154,1.0,10,T8
e11_w10_t164,e11_w10_t165,1.0,10,T8
e11_w10_t168,e11_w10_t169,1.0,10,T8
e11_w10_t181,e11_w10_t182,1.0,10,T8
e11_w10_t182,e11_w10_t183,1.0,10,T8
e11_w10_t190,e11_w10_t191,1.0,10,T8
e11_w10_t191,e11_w10_t192,1.0,10,T8
e11_w10_t203,e11_w10_t204,1.0,10,T8
e11_w10_t204,e11_w10_t205,1.0,10,T8
e11_w10_t222,e11_w10_t233,0.0909,10,T8
e11_w10_t231,e11_w10_t232,1.0,10,T8
e11_w10_t232,e11_w10_t233,1.0,10,T8
e11_w10_t244,e11_w10_t245,1.0,10,T8
e11_w10_t245,e11_w10_t246,1.0,10,T8
e11_w10_t253,e11_w10_t254,1.0,10,T8
e11_w10_t254,e11_w10_t255,1.0,10,T8
e16_w10_t13,e16_w10_t14,1.0,10,P8
e16_w10_t14,e16_w10_t15,1.0,10,P8
e16_w10_t15,e16_w10_t16,1.0,10,P8
e16_w10_t16,e16_w10_t17,1.0,10,P8
e16_w10_t24,e16_w10_t25,1.0,10,P8
e16_w10_t24,e16_w10_t57,0.0303,10,P8
e16_w10_t25,e16_w10_t26,1.0,10,P8
e16_w10_t25,e16_w10_t56,0.0323,10,P8
e16_w10_t26,e16_w10_t27,1.0,10,P8
e16_w10_t27,e16_w10_t28,1.0,10,P8
e16_w10_t28,e16_w10_t29,1.0,10,P8
e16_w10_t54,e16_w10_t55,1.0,10,P8
e16_w10_t55,e16_w10_t56,1.0,10,P8
e16_w10_t56,e16_w10_t57,1.0,10,P8
e16_w10_t108,e16_w10_t109,1.0,10,P8
e16_w10_t109,e16_w10_t110,1.0,10,P8
e16_w10_t109,e16_w10_t124,0.0667,10,P8
e16_w10_t110,e16_w10_t111,1.0,10,P8
e16_w10_t110,e16_w10_t122,0.0833,10,P8
e16_w10_t111,e16_w10_t112,1.0,10,P8
e16_w10_t131,e16_w10_t132,1.0,10,P8
e16_w10_t132,e16_w10_t133,1.0,10,P8
e16_w10_t230,e16_w10_t231,1.0,10,P8
e16_w10_t231,e16_w10_t232,1.0,10,P8
e16_w10_t231,e16_w10_t244,0.0769,10,P8
e16_w10_t232,e16_w10_t233,1.0,10,P8
e16_w10_t234,e16_w10_t242,0.125,10,P8
e16_w10_t241,e16_w10_t242,1.0,10,P8
e16_w10_t242,e16_w10_t243,1.0,10,P8
e16_w10_t243,e16_w10_t244,1.0,10,P8
e16_w10_t244,e16_w10_t245,1.0,10,P8
e16_w10_t245,e16_w10_t246,1.0,10,P8
e16_w10_t252,e16_w10_t253,1.0,10,P8
e16_w10_t253,e16_w10_t254,1.0,10,P8
e16_w10_t254,e16_w10_t255,1.0,10,P8
e17_w10_t15,e17_w10_t16,1.0,10,O1
e17_w10_t16,e17_w10_t17,1.0,10,O1
e17_w10_t16,e17_w10_t49,0.0303,10,O1
e17_w10_t17,e17_w10_t18,1.0,10,O1
e17_w10_t17,e17_w10_t47,0.0333,10,O1
e17_w10_t18,e17_w10_t19,1.0,10,O1
e17_w10_t99,e17_w10_t100,1.0,10,O1
e17_w10_t125,e17_w10_t135,0.1,10,O1
e17_w10_t133,e17_w10_t134,1.0,10,O1
e17_w10_t134,e17_w10_t135,1.0,10,O1
e17_w10_t135,e17_w10_t136,1.0,10,O1
e17_w10_t172,e17_w10_t173,1.0,10,O1
e17_w10_t178,e17_w10_t195,0.0588,10,O1
e17_w10_t192,e17_w10_t193,1.0,10,O1
e17_w10_t193,e17_w10_t194,1.0,10,O1
e17_w10_t194,e17_w10_t195,1.0,10,O1
e17_w10_t195,e17_w10_t196,1.0,10,O1
e17_w10_t205,e17_w10_t206,1.0,10,O1
e18_w10_t202,e18_w10_t255,0.0189,10,OZ
e18_w10_t223,e18_w10_t254,0.0323,10,OZ
e18_w10_t251,e18_w10_t252,1.0,10,OZ
e18_w10_t252,e18_w10_t253,1.0,10,OZ
e18_w10_t253,e18_w10_t254,1.0,10,OZ
e18_w10_t254,e18_w10_t255,1.0,10,OZ
e19_w10_t12,e19_w10_t13,1.0,10,O2
e19_w10_t13,e19_w10_t14,1.0,10,O2
e19_w10_t29,e19_w10_t30,1.0,10,O2
e19_w10_t56,e19_w10_t57,1.0,10,O2
e19_w10_t57,e19_w10_t58,1.0,10,O2
e19_w10_t62,e19_w10_t77,0.0667,10,O2
e19_w10_t63,e19_w10_t77,0.0714,10,O2
e19_w10_t76,e19_w10_t77,1.0,10,O2
e19_w10_t104,e19_w10_t105,1.0,10,O2
e19_w10_t105,e19_w10_t106,1.0,10,O2
e19_w10_t105,e19_w10_t109,0.25,10,O2
e19_w10_t137,e19_w10_t138,1.0,10,O2
e19_w10_t201,e19_w10_t202,1.0,10,O2
e19_w10_t236,e19_w10_t237,1.0,10,O2
e19_w10_t243,e19_w10_t254,0.0909,10,O2
e19_w10_t245,e19_w10_t253,0.125,10,O2
e19_w10_t246,e19_w10_t253,0.1429,10,O2
e19_w10_t247,e19_w10_t253,0.1667,10,O2
e19_w10_t248,e19_w10_t253,0.2,10,O2
e19_w10_t251,e19_w10_t252,1.0,10,O2
e19_w10_t252,e19_w10_t253,1.0,10,O2
e19_w10_t253,e19_w10_t254,1.0,10,O2
e20_w10_t12,e20_w10_t13,1.0,10,A1
e20_w10_t13,e20_w10_t14,1.0,10,A1
e20_w10_t25,e20_w10_t26,1.0,10,A1
e0_w11_t155,e0_w11_t156,1.0,11,FP1
e0_w11_t190,e0_w11_t191,1.0,11,FP1
e0_w11_t191,e0_w11_t192,1.0,11,FP1
e0_w11_t210,e0_w11_t211,1.0,11,FP1
e0_w11_t211,e0_w11_t212,1.0,11,FP1
e0_w11_t211,e0_w11_t221,0.1,11,FP1
e0_w11_t220,e0_w11_t221,1.0,11,FP1
e0_w11_t221,e0_w11_t222,1.0,11,FP1
e0_w11_t222,e0_w11_t223,1.0,11,FP1
e0_w11_t233,e0_w11_t234,1.0,11,FP1
e1_w11_t24,e1_w11_t25,1.0,11,FP2
e1_w11_t223,e1_w11_t224,1.0,11,FP2
e1_w11_t224,e1_w11_t225,1.0,11,FP2
e1_w11_t225,e1_w11_t226,1.0,11,FP2
e2_w11_t3,e2_w11_t4,1.0,11,F7
e2_w11_t4,e2_w11_t5,1.0,11,F7
e2_w11_t5,e2_w11_t6,1.0,11,F7
e2_w11_t6,e2_w11_t7,1.0,11,F7
e2_w11_t7,e2_w11_t8,1.0,11,F7
e2_w11_t8,e2_w11_t9,1.0,11,F7
e2_w11_t74,e2_w11_t96,0.0455,11,F7
e2_w11_t89,e2_w11_t90,1.0,11,F7
e2_w11_t95,e2_w11_t96,1.0,11,F7
e2_w11_t205,e2_w11_t206,1.0,11,F7
e2_w11_t220,e2_w11_t221,1.0,11,F7
e2_w11_t221,e2_w11_t222,1.0,11,F7
e2_w11_t222,e2_w11_t223,1.0,11,F7
e2_w11_t222,e2_w11_t233,0.0909,11,F7
e2_w11_t222,e2_w11_t234,0.0833,11,F7
e2_w11_t223,e2_w11_t224,1.0,11,F7
e2_w11_t223,e2_w11_t228,0.2,11,F7
e3_w11_t0,e3_w11_t1,1.0,11,F3
e3_w11_t7,e3_w11_t26,0.0526,11,F3
e3_w11_t10,e3_w11_t25,0.0667,11,F3
e3_w11_t23,e3_w11_t24,1.0,11,F3
e3_w11_t24,e3_w11_t25,1.0,11,F3
e3_w11_t25,e3_w11_t26,1.0,11,F3
e3_w11_t56,e3_w11_t57,1.0,11,F3
e3_w11_t90,e3_w11_t91,1.0,11,F3
e3_w11_t91,e3_w11_t92,1.0,11,F3
e3_w11_t123,e3_w11_t124,1.0,11,F3
e3_w11_t124,e3_w11_t125,1.0,11,F3
e3_w11_t125,e3_w11_t126,1.0,11,F3
e3_w11_t134,e3_w11_t135,1.0,11,F3
e3_w11_t135,e3_w11_t136,1.0,11,F3
e3_w11_t136,e3_w11_t137,1.0,11,F3
e3_w11_t149,e3_w11_t150,1.0,11,F3
e3_w11_t155,e3_w11_t156,1.0,11,F3
e3_w11_t171,e3_w11_t172,1.0,11,F3
e3_w11_t172,e3_w11_t173,1.0,11,F3
e3_w11_t172,e3_w11_t212,0.025,11,F3
e3_w11_t172,e3_w11_t230,0.0172,11,F3
e3_w11_t214,e3_w11_t215,1.0,11,F3
e3_w11_t218,e3_w11_t219,1.0,11,F3
e3_w11_t219,e3_w11_t220,1.0,11,F3
e3_w11_t222,e3_w11_t223,1.0,11,F3
e3_w11_t223,e3_w11_t224,1.0,11,F3
e4_w11_t8,e4_w11_t9,1.0,11,FZ
e4_w11_t31,e4_w11_t32,1.0,11,FZ
e4_w11_t32,e4_w11_t33,1.0,11,FZ
e4_w11_t33,e4_w11_t34,1.0,11,FZ
e4_w11_t43,e4_w11_t44,1.0,11,FZ
e4_w11_t44,e4_w11_t45,1.0,11,FZ
e4_w11_t45,e4_w11_t46,1.0,11,FZ
e4_w11_t54,e4_w11_t55,1.0,11,FZ
e4_w11_t55,e4_w11_t56,1.0,11,FZ
e4_w11_t56,e4_w11_t57,1.0,11,FZ
e4_w11_t57,e4_w11_t58,1.0,11,FZ
e4_w11_t78,e4_w11_t87,0.1111,11,FZ
e4_w11_t85,e4_w11_t86,1.0,11,FZ
e4_w11_t86,e4_w11_t87,1.0,11,FZ
e4_w11_t87,e4_w11_t88,1.0,11,FZ
e4_w11_t88,e4_w11_t89,1.0,11,FZ
e4_w11_t100,e4_w11_t101,1.0,11,FZ
e4_w11_t143,e4_w11_t144,1.0,11,FZ
e4_w11_t144,e4_w11_t145,1.0,11,FZ
e4_w11_t144,e4_w11_t155,0.0909,11,FZ
e4_w11_t145,e4_w11_t146,1.0,11,FZ
e4_w11_t167,e4_w11_t168,1.0,11,FZ
e4_w11_t168,e4_w11_t169,1.0,11,FZ
e4_w11_t168,e4_w11_t178,0.1,11,FZ
e4_w11_t169,e4_w11_t170,1.0,11,FZ
e4_w11_t177,e4_w11_t178,1.0,11,FZ
e4_w11_t178,e4_w11_t179,1.0,11,FZ
e4_w11_t179,e4_w11_t180,1.0,11,FZ
e4_w11_t180,e4_w11_t181,1.0,11,FZ
e4_w11_t181,e4_w11_t182,1.0,11,FZ
e4_w11_t189,e4_w11_t190,1.0,11,FZ
e4_w11_t190,e4_w11_t191,1.0,11,FZ
e4_w11_t190,e4_w11_t204,0.0714,11,FZ
e4_w11_t191,e4_w11_t192,1.0,11,FZ
e4_w11_t192,e4_w11_t193,1.0,11,FZ
e4_w11_t192,e4_w11_t201,0.1111,11,FZ
e4_w11_t193,e4_w11_t194,1.0,11,FZ
e4_w11_t193,e4_w11_t199,0.1667,11,FZ
e4_w11_t210,e4_w11_t211,1.0,11,FZ
e4_w11_t211,e4_w11_t212,1.0,11,FZ
e4_w11_t211,e4_w11_t225,0.0714,11,FZ
e4_w11_t212,e4_w11_t213,1.0,11,FZ
e4_w11_t213,e4_w11_t214,1.0,11,FZ
e4_w11_t214,e4_w11_t215,1.0,11,FZ
e4_w11_t214,e4_w11_t221,0.1429,11,FZ
e4_w11_t214,e4_w11_t223,0.1111,11,FZ
e4_w11_t215,e4_w11_t216,1.0,11,FZ
e4_w11_t215,e4_w11_t220,0.2,11,FZ
e4_w11_t216,e4_w11_t217,1.0,11,FZ
e4_w11_t216,e4_w11_t219,0.3333,11,FZ
e4_w11_t219,e4_w11_t220,1.0,11,FZ
e4_w11_t220,e4_w11_t221,1.0,11,FZ
e4_w11_t221,e4_w11_t222,1.0,11,FZ
e4_w11_t222,e4_w11_t223,1.0,11,FZ
e4_w11_t223,e4_w11_t224,1.0,11,FZ
e4_w11_t224,e4_w11_t225,1.0,11,FZ
e4_w11_t225,e4_w11_t226,1.0,11,FZ
e4_w11_t233,e4_w11_t234,1.0,11,FZ
e4_w11_t234,e4_w11_t235,1.0,11,FZ
e4_w11_t234,e4_w11_t252,0.0556,11,FZ
e4_w11_t234,e4_w11_t253,0.0526,11,FZ
e4_w11_t235,e4_w11_t236,1.0,11,FZ
e4_w11_t236,e4_w11_t237,1.0,11,FZ
e4_w11_t236,e4_w11_t246,0.1,11,FZ
e4_w11_t237,e4_w11_t238,1.0,11,FZ
e5_w11_t0,e5_w11_t1,1.0,11,F4
e5_w11_t1,e5_w11_t2,1.0,11,F4
e5_w11_t1,e5_w11_t7,0.1667,11,F4
e5_w11_t11,e5_w11_t12,1.0,11,F4
e5_w11_t12,e5_w11_t13,1.0,11,F4
e5_w11_t23,e5_w11_t24,1.0,11,F4
e5_w11_t24,e5_w11_t25,1.0,11,F4
e5_w11_t24,e5_w11_t31,0.1429,11,F4
e5_w11_t25,e5_w11_t26,1.0,11,F4
e5_w11_t25,e5_w11_t29,0.25,11,F4
e5_w11_t41,e5_w11_t42,1.0,11,F4
e5_w11_t41,e5_w11_t64,0.0435,11,F4
e5_w11_t41,e5_w11_t65,0.0417,11,F4
e5_w11_t71,e5_w11_t72,1.0,11,F4
e5_w11_t72,e5_w11_t73,1.0,11,F4
e5_w11_t73,e5_w11_t74,1.0,11,F4
e5_w11_t113,e5_w11_t126,0.0769,11,F4
e5_w11_t114,e5_w11_t126,0.0833,11,F4
e5_w11_t118,e5_w11_t125,0.1429,11,F4
e5_w11_t119,e5_w11_t125,0.1667,11,F4
e5_w11_t121,e5_w11_t124,0.3333,11,F4
e5_w11_t123,e5_w11_t124,1.0,11,F4
e5_w11_t124,e5_w11_t125,1.0,11,F4
e5_w11_t125,e5_w11_t126,1.0,11,F4
e5_w11_t126,e5_w11_t127,1.0,11,F4
e5_w11_t135,e5_w11_t136,1.0,11,F4
e5_w11_t135,e5_w11_t147,0.0833,11,F4
e5_w11_t136,e5_w11_t137,1.0,11,F4
e5_w11_t137,e5_w11_t138,1.0,11,F4
e5_w11_t145,e5_w11_t146,1.0,11,F4
e5_w11_t146,e5_w11_t147,1.0,11,F4
e5_w11_t153,e5_w11_t154,1.0,11,F4
e5_w11_t202,e5_w11_t216,0.0714,11,F4
e5_w11_t206,e5_w11_t207,1.0,11,F4
e5_w11_t206,e5_w11_t215,0.1111,11,F4
e5_w11_t207,e5_w11_t208,1.0,11,F4
e5_w11_t207,e5_w11_t214,0.1429,11,F4
e5_w11_t212,e5_w11_t213,1.0,11,F4
e5_w11_t213,e5_w11_t214,1.0,11,F4
e5_w11_t214,e5_w11_t215,1.0,11,F4
e5_w11_t215,e5_w11_t216,1.0,11,F4
e5_w11_t219,e5_w11_t220,1.0,11,F4
e5_w11_t220,e5_w11_t221,1.0,11,F4
e5_w11_t224,e5_w11_t225,1.0,11,F4
e5_w11_t225,e5_w11_t226,1.0,11,F4
e5_w11_t230,e5_w11_t231,1.0,11,F4
e5_w11_t231,e5_w11_t232,1.0,11,F4
e5_w11_t231,e5_w11_t243,0.0833,11,F4
e5_w11_t232,e5_w11_t233,1.0,11,F4
e5_w11_t232,e5_w11_t240,0.125,11,F4
e5_w11_t233,e5_w11_t234,1.0,11,F4
e5_w11_t237,e5_w11_t238,1.0,11,F4
e6_w11_t9,e6_w11_t10,1.0,11,F8
e6_w11_t38,e6_w11_t195,0.0064,11,F8
e6_w11_t60,e6_w11_t194,0.0075,11,F8
e6_w11_t61,e6_w11_t194,0.0075,11,F8
e6_w11_t67,e6_w11_t68,1.0,11,F8
e6_w11_t68,e6_w11_t69,1.0,11,F8
e6_w11_t68,e6_w11_t76,0.125,11,F8
e6_w11_t69,e6_w11_t70,1.0,11,F8
e6_w11_t69,e6_w11_t74,0.2,11,F8
e6_w11_t86,e6_w11_t87,1.0,11,F8
e6_w11_t92,e6_w11_t93,1.0,11,F8
e6_w11_t108,e6_w11_t109,1.0,11,F8
e6_w11_t108,e6_w11_t117,0.1111,11,F8
e6_w11_t109,e6_w11_t110,1.0,11,F8
e6_w11_t109,e6_w11_t115,0.1667,11,F8
e6_w11_t124,e6_w11_t125,1.0,11,F8
e6_w11_t124,e6_w11_t170,0.0217,11,F8
e6_w11_t125,e6_w11_t126,1.0,11,F8
e6_w11_t125,e6_w11_t148,0.0435,11,F8
e6_w11_t125,e6_w11_t149,0.0417,11,F8
e6_w11_t125,e6_w11_t150,0.04,11,F8
e6_w11_t156,e6_w11_t170,0.0714,11,F8
e6_w11_t168,e6_w11_t169,1.0,11,F8
e6_w11_t169,e6_w11_t170,1.0,11,F8
e6_w11_t170,e6_w11_t171,1.0,11,F8
e6_w11_t172,e6_w11_t193,0.0476,11,F8
e6_w11_t173,e6_w11_t193,0.05,11,F8
e6_w11_t174,e6_w11_t193,0.0526,11,F8
e6_w11_t175,e6_w11_t193,0.0556,11,F8
e6_w11_t176,e6_w11_t193,0.0588,11,F8
e6_w11_t178,e6_w11_t179,1.0,11,F8
e6_w11_t179,e6_w11_t180,1.0,11,F8
e6_w11_t179,e6_w11_t192,0.0769,11,F8
e6_w11_t180,e6_w11_t181,1.0,11,F8
e6_w11_t180,e6_w11_t191,0.0909,11,F8
e6_w11_t190,e6_w11_t191,1.0,11,F8
e6_w11_t191,e6_w11_t192,1.0,11,F8
e6_w11_t192,e6_w11_t193,1.0,11,F8
e6_w11_t193,e6_w11_t194,1.0,11,F8
e6_w11_t194,e6_w11_t195,1.0,11,F8
e6_w11_t199,e6_w11_t200,1.0,11,F8
e6_w11_t200,e6_w11_t201,1.0,11,F8
e6_w11_t201,e6_w11_t202,1.0,11,F8
e6_w11_t201,e6_w11_t214,0.0769,11,F8
e6_w11_t202,e6_w11_t203,1.0,11,F8
e6_w11_t202,e6_w11_t213,0.0909,11,F8
e6_w11_t203,e6_w11_t204,1.0,11,F8
e6_w11_t204,e6_w11_t205,1.0,11,F8
e6_w11_t204,e6_w11_t212,0.125,11,F8
e6_w11_t205,e6_w11_t206,1.0,11,F8
e6_w11_t205,e6_w11_t211,0.1667,11,F8
e6_w11_t206,e6_w11_t207,1.0,11,F8
e6_w11_t209,e6_w11_t210,1.0,11,F8
e6_w11_t210,e6_w11_t211,1.0,11,F8
e6_w11_t211,e6_w11_t212,1.0,11,F8
e6_w11_t212,e6_w11_t213,1.0,11,F8
e6_w11_t213,e6_w11_t214,1.0,11,F8
e6_w11_t214,e6_w11_t215,1.0,11,F8
e6_w11_t215,e6_w11_t216,1.0,11,F8
e6_w11_t216,e6_w11_t217,1.0,11,F8
e6_w11_t219,e6_w11_t220,1.0,11,F8
e6_w11_t219,e6_w11_t236,0.0588,11,F8
e6_w11_t220,e6_w11_t221,1.0,11,F8
e6_w11_t221,e6_w11_t222,1.0,11,F8
e6_w11_t221,e6_w11_t233,0.0833,11,F8
e6_w11_t221,e6_w11_t235,0.0714,11,F8
e6_w11_t222,e6_w11_t223,1.0,11,F8
e6_w11_t222,e6_w11_t232,0.1,11,F8
e6_w11_t223,e6_w11_t224,1.0,11,F8
e6_w11_t223,e6_w11_t231,0.125,11,F8
e6_w11_t224,e6_w11_t225,1.0,11,F8
e6_w11_t230,e6_w11_t231,1.0,11,F8
e6_w11_t231,e6_w11_t232,1.0,11,F8
e6_w11_t232,e6_w11_t233,1.0,11,F8
e6_w11_t233,e6_w11_t234,1.0,11,F8
e6_w11_t234,e6_w11_t235,1.0,11,F8
e6_w11_t241,e6_w11_t242,1.0,11,F8
e6_w11_t242,e6_w11_t243,1.0,11,F8
e6_w11_t242,e6_w11_t253,0.0909,11,F8
e6_w11_t243,e6_w11_t244,1.0,11,F8
e6_w11_t243,e6_w11_t251,0.125,11,F8
e6_w11_t244,e6_w11_t245,1.0,11,F8
e6_w11_t245,e6_w11_t246,1.0,11,F8
e6_w11_t249,e6_w11_t250,1.0,11,F8
e6_w11_t250,e6_w11_t251,1.0,11,F8
e7_w11_t12,e7_w11_t13,1.0,11,T7
e7_w11_t66,e7_w11_t74,0.125,11,T7
e7_w11_t71,e7_w11_t72,1.0,11,T7
e7_w11_t72,e7_w11_t73,1.0,11,T7
e7_w11_t73,e7_w11_t74,1.0,11,T7
e7_w11_t85,e7_w11_t86,1.0,11,T7
e7_w11_t86,e7_w11_t87,1.0,11,T7
e7_w11_t89,e7_w11_t90,1.0,11,T7
e7_w11_t89,e7_w11_t103,0.0714,11,T7
e7_w11_t89,e7_w11_t105,0.0625,11,T7
e7_w11_t90,e7_w11_t91,1.0,11,T7
e7_w11_t91,e7_w11_t92,1.0,11,T7
e7_w11_t91,e7_w11_t99,0.125,11,T7
e7_w11_t104,e7_w11_t105,1.0,11,T7
e7_w11_t120,e7_w11_t121,1.0,11,T7
e7_w11_t121,e7_w11_t122,1.0,11,T7
e7_w11_t124,e7_w11_t125,1.0,11,T7
e7_w11_t135,e7_w11_t136,1.0,11,T7
e7_w11_t136,e7_w11_t137,1.0,11,T7
e7_w11_t168,e7_w11_t169,1.0,11,T7
e7_w11_t169,e7_w11_t170,1.0,11,T7
e7_w11_t187,e7_w11_t188,1.0,11,T7
e7_w11_t218,e7_w11_t219,1.0,11,T7
e7_w11_t218,e7_w11_t235,0.0588,11,T7
e7_w11_t219,e7_w11_t220,1.0,11,T7
e7_w11_t219,e7_w11_t233,0.0714,11,T7
e7_w11_t220,e7_w11_t221,1.0,11,T7
e7_w11_t220,e7_w11_t232,0.0833,11,T7
e7_w11_t221,e7_w11_t222,1.0,11,T7
e7_w11_t232,e7_w11_t233,1.0,11,T7
e7_w11_t233,e7_w11_t234,1.0,11,T7
e7_w11_t234,e7_w11_t235,1.0,11,T7
e9_w11_t25,e9_w11_t26,1.0,11,CZ
e9_w11_t26,e9_w11_t27,1.0,11,CZ
e9_w11_t131,e9_w11_t132,1.0,11,CZ
e9_w11_t132,e9_w11_t133,1.0,11,CZ
e9_w11_t133,e9_w11_t134,1.0,11,CZ
e9_w11_t142,e9_w11_t143,1.0,11,CZ
e9_w11_t143,e9_w11_t144,1.0,11,CZ
e9_w11_t144,e9_w11_t145,1.0,11,CZ
e9_w11_t156,e9_w11_t157,1.0,11,CZ
e9_w11_t230,e9_w11_t231,1.0,11,CZ
e9_w11_t239,e9_w11_t240,1.0,11,CZ
e9_w11_t240,e9_w11_t241,1.0,11,CZ
e10_w11_t28,e10_w11_t29,1.0,11,C4
e10_w11_t40,e10_w11_t41,1.0,11,C4
e10_w11_t85,e10_w11_t94,0.1111,11,C4
e10_w11_t87,e10_w11_t93,0.1667,11,C4
e10_w11_t91,e10_w11_t92,1.0,11,C4
e10_w11_t92,e10_w11_t93,1.0,11,C4
e10_w11_t93,e10_w11_t94,1.0,11,C4
e10_w11_t94,e10_w11_t95,1.0,11,C4
e10_w11_t95,e10_w11_t96,1.0,11,C4
e10_w11_t103,e10_w11_t104,1.0,11,C4
e10_w11_t104,e10_w11_t105,1.0,11,C4
e10_w11_t105,e10_w11_t106,1.0,11,C4
e10_w11_t105,e10_w11_t117,0.0833,11,C4
e10_w11_t175,e10_w11_t189,0.0714,11,C4
e10_w11_t177,e10_w11_t188,0.0909,11,C4
