source,target,weight,time,electrode
e0_w0_t25,e0_w0_t26,1.0,0,FP1
e1_w0_t69,e1_w0_t97,0.0357,0,FP2
e1_w0_t95,e1_w0_t96,1.0,0,FP2
e1_w0_t96,e1_w0_t97,1.0,0,FP2
e2_w0_t45,e2_w0_t46,1.0,0,F7
e2_w0_t45,e2_w0_t59,0.0714,0,F7
e2_w0_t81,e2_w0_t82,1.0,0,F7
e2_w0_t82,e2_w0_t83,1.0,0,F7
e2_w0_t82,e2_w0_t113,0.0323,0,F7
e2_w0_t83,e2_w0_t84,1.0,0,F7
e2_w0_t83,e2_w0_t99,0.0625,0,F7
e2_w0_t83,e2_w0_t105,0.0455,0,F7
e2_w0_t130,e2_w0_t152,0.0455,0,F7
e2_w0_t150,e2_w0_t151,1.0,0,F7
e2_w0_t151,e2_w0_t152,1.0,0,F7
e2_w0_t152,e2_w0_t153,1.0,0,F7
e2_w0_t153,e2_w0_t154,1.0,0,F7
e2_w0_t253,e2_w0_t254,1.0,0,F7
e3_w0_t11,e3_w0_t12,1.0,0,F3
e3_w0_t11,e3_w0_t24,0.0769,0,F3
e3_w0_t12,e3_w0_t13,1.0,0,F3
e3_w0_t12,e3_w0_t20,0.125,0,F3
e3_w0_t22,e3_w0_t23,1.0,0,F3
e3_w0_t23,e3_w0_t24,1.0,0,F3
e3_w0_t24,e3_w0_t25,1.0,0,F3
e3_w0_t25,e3_w0_t26,1.0,0,F3
e3_w0_t56,e3_w0_t57,1.0,0,F3
e3_w0_t59,e3_w0_t60,1.0,0,F3
e3_w0_t88,e3_w0_t89,1.0,0,F3
e3_w0_t94,e3_w0_t122,0.0357,0,F3
e3_w0_t106,e3_w0_t121,0.0667,0,F3
e3_w0_t107,e3_w0_t121,0.0714,0,F3
e3_w0_t119,e3_w0_t120,1.0,0,F3
e3_w0_t120,e3_w0_t121,1.0,0,F3
e3_w0_t121,e3_w0_t122,1.0,0,F3
e3_w0_t126,e3_w0_t127,1.0,0,F3
e3_w0_t139,e3_w0_t140,1.0,0,F3
e3_w0_t140,e3_w0_t141,1.0,0,F3
e3_w0_t140,e3_w0_t154,0.0714,0,F3
e3_w0_t180,e3_w0_t185,0.2,0,F3
e3_w0_t184,e3_w0_t185,1.0,0,F3
e3_w0_t187,e3_w0_t188,1.0,0,F3
e3_w0_t203,e3_w0_t204,1.0,0,F3
e3_w0_t234,e3_w0_t235,1.0,0,F3
e3_w0_t235,e3_w0_t236,1.0,0,F3
e3_w0_t235,e3_w0_t255,0.05,0,F3
e3_w0_t236,e3_w0_t237,1.0,0,F3
e3_w0_t237,e3_w0_t255,0.0556,0,F3
e3_w0_t254,e3_w0_t255,1.0,0,F3
e5_w0_t92,e5_w0_t93,1.0,0,F4
e5_w0_t236,e5_w0_t237,1.0,0,F4
e6_w0_t77,e6_w0_t78,1.0,0,F8
e6_w0_t253,e6_w0_t254,1.0,0,F8
e7_w0_t8,e7_w0_t9,1.0,0,T7
e7_w0_t27,e7_w0_t28,1.0,0,T7
e7_w0_t27,e7_w0_t55,0.0357,0,T7
e7_w0_t28,e7_w0_t29,1.0,0,T7
e7_w0_t28,e7_w0_t50,0.0455,0,T7
e7_w0_t29,e7_w0_t30,1.0,0,T7
e7_w0_t91,e7_w0_t92,1.0,0,T7
e7_w0_t91,e7_w0_t111,0.05,0,T7
e7_w0_t92,e7_w0_t93,1.0,0,T7
e7_w0_t92,e7_w0_t105,0.0769,0,T7
e7_w0_t93,e7_w0_t94,1.0,0,T7
e7_w0_t93,e7_w0_t96,0.3333,0,T7
e7_w0_t155,e7_w0_t156,1.0,0,T7
e7_w0_t156,e7_w0_t157,1.0,0,T7
e7_w0_t187,e7_w0_t188,1.0,0,T7
e7_w0_t187,e7_w0_t217,0.0333,0,T7
e7_w0_t216,e7_w0_t217,1.0,0,T7
e7_w0_t217,e7_w0_t218,1.0,0,T7
e7_w0_t220,e7_w0_t221,1.0,0,T7
e7_w0_t248,e7_w0_t249,1.0,0,T7
e11_w0_t7,e11_w0_t8,1.0,0,T8
e11_w0_t27,e11_w0_t28,1.0,0,T8
e11_w0_t91,e11_w0_t92,1.0,0,T8
e11_w0_t135,e11_w0_t136,1.0,0,T8
e11_w0_t149,e11_w0_t150,1.0,0,T8
e11_w0_t155,e11_w0_t156,1.0,0,T8
e11_w0_t155,e11_w0_t181,0.0385,0,T8
e11_w0_t156,e11_w0_t157,1.0,0,T8
e11_w0_t165,e11_w0_t176,0.0909,0,T8
e11_w0_t175,e11_w0_t176,1.0,0,T8
e11_w0_t183,e11_w0_t217,0.0294,0,T8
e11_w0_t215,e11_w0_t216,1.0,0,T8
e11_w0_t216,e11_w0_t217,1.0,0,T8
e11_w0_t235,e11_w0_t236,1.0,0,T8
e11_w0_t236,e11_w0_t237,1.0,0,T8
e15_w0_t29,e15_w0_t30,1.0,0,P4
e15_w0_t92,e15_w0_t93,1.0,0,P4
e15_w0_t93,e15_w0_t94,1.0,0,P4
e15_w0_t106,e15_w0_t107,1.0,0,P4
e15_w0_t116,e15_w0_t117,1.0,0,P4
e15_w0_t201,e15_w0_t202,1.0,0,P4
e16_w0_t25,e16_w0_t26,1.0,0,P8
e16_w0_t45,e16_w0_t46,1.0,0,P8
e16_w0_t45,e16_w0_t164,0.0084,0,P8
e16_w0_t46,e16_w0_t47,1.0,0,P8
e16_w0_t97,e16_w0_t149,0.0192,0,P8
e16_w0_t100,e16_w0_t148,0.0208,0,P8
e16_w0_t117,e16_w0_t147,0.0333,0,P8
e16_w0_t118,e16_w0_t147,0.0345,0,P8
e16_w0_t146,e16_w0_t147,1.0,0,P8
e16_w0_t147,e16_w0_t148,1.0,0,P8
e16_w0_t148,e16_w0_t149,1.0,0,P8
e16_w0_t174,e16_w0_t187,0.0769,0,P8
e16_w0_t177,e16_w0_t186,0.1111,0,P8
e16_w0_t185,e16_w0_t186,1.0,0,P8
e16_w0_t186,e16_w0_t187,1.0,0,P8
e17_w0_t18,e17_w0_t19,1.0,0,O1
e17_w0_t19,e17_w0_t20,1.0,0,O1
e17_w0_t20,e17_w0_t21,1.0,0,O1
e17_w0_t21,e17_w0_t22,1.0,0,O1
e17_w0_t22,e17_w0_t23,1.0,0,O1
e17_w0_t23,e17_w0_t24,1.0,0,O1
e17_w0_t23,e17_w0_t37,0.0714,0,O1
e17_w0_t24,e17_w0_t25,1.0,0,O1
e17_w0_t24,e17_w0_t31,0.1429,0,O1
e17_w0_t24,e17_w0_t32,0.125,0,O1
e17_w0_t24,e17_w0_t33,0.1111,0,O1
e17_w0_t25,e17_w0_t26,1.0,0,O1
e17_w0_t125,e17_w0_t126,1.0,0,O1
e18_w0_t8,e18_w0_t82,0.0135,0,OZ
e18_w0_t9,e18_w0_t82,0.0137,0,OZ
e18_w0_t33,e18_w0_t34,1.0,0,OZ
e18_w0_t34,e18_w0_t35,1.0,0,OZ
e18_w0_t35,e18_w0_t36,1.0,0,OZ
e18_w0_t45,e18_w0_t46,1.0,0,OZ
e18_w0_t46,e18_w0_t47,1.0,0,OZ
e18_w0_t47,e18_w0_t48,1.0,0,OZ
e18_w0_t48,e18_w0_t49,1.0,0,OZ
e18_w0_t53,e18_w0_t81,0.0357,0,OZ
e18_w0_t80,e18_w0_t81,1.0,0,OZ
e18_w0_t81,e18_w0_t82,1.0,0,OZ
e18_w0_t82,e18_w0_t83,1.0,0,OZ
e18_w0_t83,e18_w0_t84,1.0,0,OZ
e18_w0_t129,e18_w0_t130,1.0,0,OZ
e18_w0_t151,e18_w0_t152,1.0,0,OZ
e18_w0_t152,e18_w0_t153,1.0,0,OZ
e18_w0_t153,e18_w0_t154,1.0,0,OZ
e18_w0_t236,e18_w0_t248,0.0833,0,OZ
e18_w0_t246,e18_w0_t247,1.0,0,OZ
e18_w0_t247,e18_w0_t248,1.0,0,OZ
e19_w0_t5,e19_w0_t6,1.0,0,O2
e19_w0_t25,e19_w0_t29,0.25,0,O2
e19_w0_t28,e19_w0_t29,1.0,0,O2
e19_w0_t44,e19_w0_t45,1.0,0,O2
e19_w0_t45,e19_w0_t46,1.0,0,O2
e19_w0_t46,e19_w0_t47,1.0,0,O2
e19_w0_t56,e19_w0_t77,0.0476,0,O2
e19_w0_t64,e19_w0_t77,0.0769,0,O2
e19_w0_t76,e19_w0_t77,1.0,0,O2
e19_w0_t77,e19_w0_t78,1.0,0,O2
e19_w0_t88,e19_w0_t89,1.0,0,O2
e19_w0_t89,e19_w0_t90,1.0,0,O2
e19_w0_t89,e19_w0_t133,0.0227,0,O2
e19_w0_t90,e19_w0_t91,1.0,0,O2
e19_w0_t95,e19_w0_t96,1.0,0,O2
e19_w0_t95,e19_w0_t110,0.0667,0,O2
e19_w0_t96,e19_w0_t97,1.0,0,O2
e19_w0_t108,e19_w0_t109,1.0,0,O2
e19_w0_t109,e19_w0_t110,1.0,0,O2
e19_w0_t152,e19_w0_t153,1.0,0,O2
e19_w0_t153,e19_w0_t154,1.0,0,O2
e19_w0_t153,e19_w0_t158,0.2,0,O2
e19_w0_t154,e19_w0_t155,1.0,0,O2
e19_w0_t158,e19_w0_t174,0.0625,0,O2
e19_w0_t172,e19_w0_t173,1.0,0,O2
e19_w0_t173,e19_w0_t174,1.0,0,O2
e19_w0_t200,e19_w0_t201,1.0,0,O2
e19_w0_t200,e19_w0_t206,0.1667,0,O2
e19_w0_t201,e19_w0_t202,1.0,0,O2
e19_w0_t204,e19_w0_t205,1.0,0,O2
e19_w0_t218,e19_w0_t221,0.3333,0,O2
e19_w0_t220,e19_w0_t221,1.0,0,O2
e19_w0_t232,e19_w0_t233,1.0,0,O2
e19_w0_t233,e19_w0_t234,1.0,0,O2
e19_w0_t234,e19_w0_t235,1.0,0,O2
e19_w0_t234,e19_w0_t238,0.25,0,O2
e20_w0_t25,e20_w0_t26,1.0,0,A1
e20_w0_t73,e20_w0_t74,1.0,0,A1
e0_w1_t177,e0_w1_t178,1.0,1,FP1
e0_w1_t177,e0_w1_t235,0.0172,1,FP1
e0_w1_t178,e0_w1_t179,1.0,1,FP1
e0_w1_t179,e0_w1_t180,1.0,1,FP1
e0_w1_t180,e0_w1_t181,1.0,1,FP1
e0_w1_t187,e0_w1_t188,1.0,1,FP1
e0_w1_t188,e0_w1_t189,1.0,1,FP1
e0_w1_t201,e0_w1_t202,1.0,1,FP1
e0_w1_t201,e0_w1_t206,0.2,1,FP1
e1_w1_t116,e1_w1_t117,1.0,1,FP2
e1_w1_t117,e1_w1_t118,1.0,1,FP2
e1_w1_t119,e1_w1_t120,1.0,1,FP2
e1_w1_t119,e1_w1_t145,0.0385,1,FP2
e1_w1_t120,e1_w1_t121,1.0,1,FP2
e1_w1_t210,e1_w1_t244,0.0294,1,FP2
e1_w1_t214,e1_w1_t215,1.0,1,FP2
e1_w1_t215,e1_w1_t216,1.0,1,FP2
e1_w1_t216,e1_w1_t217,1.0,1,FP2
e1_w1_t221,e1_w1_t222,1.0,1,FP2
e1_w1_t222,e1_w1_t223,1.0,1,FP2
e1_w1_t223,e1_w1_t224,1.0,1,FP2
e1_w1_t228,e1_w1_t243,0.0667,1,FP2
e1_w1_t232,e1_w1_t242,0.1,1,FP2
e1_w1_t237,e1_w1_t241,0.25,1,FP2
e1_w1_t240,e1_w1_t241,1.0,1,FP2
e1_w1_t241,e1_w1_t242,1.0,1,FP2
e1_w1_t242,e1_w1_t243,1.0,1,FP2
e1_w1_t243,e1_w1_t244,1.0,1,FP2
e2_w1_t46,e2_w1_t47,1.0,1,F7
e2_w1_t47,e2_w1_t48,1.0,1,F7
e2_w1_t104,e2_w1_t105,1.0,1,F7
e2_w1_t105,e2_w1_t106,1.0,1,F7
e2_w1_t106,e2_w1_t107,1.0,1,F7
e2_w1_t163,e2_w1_t243,0.0125,1,F7
e2_w1_t240,e2_w1_t241,1.0,1,F7
e2_w1_t241,e2_w1_t242,1.0,1,F7
e2_w1_t242,e2_w1_t243,1.0,1,F7
e2_w1_t250,e2_w1_t251,1.0,1,F7
e2_w1_t251,e2_w1_t252,1.0,1,F7
e2_w1_t252,e2_w1_t253,1.0,1,F7
e2_w1_t253,e2_w1_t254,1.0,1,F7
e3_w1_t75,e3_w1_t76,1.0,1,F3
e3_w1_t76,e3_w1_t77,1.0,1,F3
e3_w1_t76,e3_w1_t79,0.3333,1,F3
e3_w1_t76,e3_w1_t121,0.0222,1,F3
e3_w1_t83,e3_w1_t120,0.027,1,F3
e3_w1_t106,e3_w1_t107,1.0,1,F3
e3_w1_t107,e3_w1_t108,1.0,1,F3
e3_w1_t107,e3_w1_t113,0.1667,1,F3
e3_w1_t114,e3_w1_t115,1.0,1,F3
e3_w1_t115,e3_w1_t116,1.0,1,F3
e3_w1_t116,e3_w1_t117,1.0,1,F3
e3_w1_t118,e3_w1_t119,1.0,1,F3
e3_w1_t119,e3_w1_t120,1.0,1,F3
e3_w1_t120,e3_w1_t121,1.0,1,F3
e3_w1_t121,e3_w1_t122,1.0,1,F3
e3_w1_t144,e3_w1_t145,1.0,1,F3
e3_w1_t144,e3_w1_t159,0.0667,1,F3
e3_w1_t145,e3_w1_t146,1.0,1,F3
e3_w1_t161,e3_w1_t169,0.125,1,F3
e3_w1_t162,e3_w1_t169,0.1429,1,F3
e3_w1_t163,e3_w1_t169,0.1667,1,F3
e3_w1_t167,e3_w1_t168,1.0,1,F3
e3_w1_t168,e3_w1_t169,1.0,1,F3
e3_w1_t187,e3_w1_t188,1.0,1,F3
e3_w1_t187,e3_w1_t196,0.1111,1,F3
e3_w1_t188,e3_w1_t189,1.0,1,F3
e3_w1_t188,e3_w1_t191,0.3333,1,F3
e3_w1_t240,e3_w1_t241,1.0,1,F3
e3_w1_t241,e3_w1_t242,1.0,1,F3
e3_w1_t241,e3_w1_t250,0.1111,1,F3
e3_w1_t242,e3_w1_t243,1.0,1,F3
e3_w1_t242,e3_w1_t249,0.1429,1,F3
e3_w1_t247,e3_w1_t248,1.0,1,F3
e3_w1_t248,e3_w1_t249,1.0,1,F3
e3_w1_t249,e3_w1_t250,1.0,1,F3
e4_w1_t171,e4_w1_t172,1.0,1,FZ
e4_w1_t172,e4_w1_t173,1.0,1,FZ
e4_w1_t181,e4_w1_t182,1.0,1,FZ
e4_w1_t182,e4_w1_t183,1.0,1,FZ
e4_w1_t183,e4_w1_t184,1.0,1,FZ
e4_w1_t200,e4_w1_t201,1.0,1,FZ
e4_w1_t201,e4_w1_t202,1.0,1,FZ
e4_w1_t202,e4_w1_t203,1.0,1,FZ
e4_w1_t221,e4_w1_t222,1.0,1,FZ
e4_w1_t221,e4_w1_t236,0.0667,1,FZ
e4_w1_t222,e4_w1_t223,1.0,1,FZ
e4_w1_t222,e4_w1_t235,0.0769,1,FZ
e4_w1_t223,e4_w1_t224,1.0,1,FZ
e4_w1_t223,e4_w1_t233,0.1,1,FZ
e4_w1_t224,e4_w1_t225,1.0,1,FZ
e4_w1_t231,e4_w1_t232,1.0,1,FZ
e4_w1_t232,e4_w1_t233,1.0,1,FZ
e4_w1_t233,e4_w1_t234,1.0,1,FZ
e4_w1_t234,e4_w1_t235,1.0,1,FZ
e4_w1_t235,e4_w1_t236,1.0,1,FZ
e4_w1_t236,e4_w1_t237,1.0,1,FZ
e4_w1_t237,e4_w1_t238,1.0,1,FZ
e5_w1_t76,e5_w1_t77,1.0,1,F4
e5_w1_t136,e5_w1_t137,1.0,1,F4
e5_w1_t169,e5_w1_t170,1.0,1,F4
e5_w1_t215,e5_w1_t216,1.0,1,F4
e5_w1_t216,e5_w1_t217,1.0,1,F4
e5_w1_t216,e5_w1_t222,0.1667,1,F4
e5_w1_t217,e5_w1_t218,1.0,1,F4
e5_w1_t217,e5_w1_t221,0.25,1,F4
e5_w1_t220,e5_w1_t221,1.0,1,F4
e5_w1_t221,e5_w1_t222,1.0,1,F4
e5_w1_t222,e5_w1_t223,1.0,1,F4
e5_w1_t223,e5_w1_t224,1.0,1,F4
e5_w1_t224,e5_w1_t225,1.0,1,F4
e5_w1_t233,e5_w1_t234,1.0,1,F4
e6_w1_t9,e6_w1_t10,1.0,1,F8
e6_w1_t124,e6_w1_t125,1.0,1,F8
e6_w1_t124,e6_w1_t141,0.0588,1,F8
e6_w1_t149,e6_w1_t186,0.027,1,F8
e6_w1_t150,e6_w1_t186,0.0278,1,F8
e6_w1_t153,e6_w1_t185,0.0312,1,F8
e6_w1_t155,e6_w1_t185,0.0333,1,F8
e6_w1_t171,e6_w1_t172,1.0,1,F8
e6_w1_t171,e6_w1_t184,0.0769,1,F8
e6_w1_t172,e6_w1_t173,1.0,1,F8
e6_w1_t173,e6_w1_t174,1.0,1,F8
e6_w1_t173,e6_w1_t182,0.1111,1,F8
e6_w1_t180,e6_w1_t181,1.0,1,F8
e6_w1_t181,e6_w1_t182,1.0,1,F8
e6_w1_t182,e6_w1_t183,1.0,1,F8
e6_w1_t183,e6_w1_t184,1.0,1,F8
e6_w1_t184,e6_w1_t185,1.0,1,F8
e6_w1_t185,e6_w1_t186,1.0,1,F8
e6_w1_t188,e6_w1_t189,1.0,1,F8
e6_w1_t188,e6_w1_t227,0.0256,1,F8
e6_w1_t188,e6_w1_t228,0.025,1,F8
e6_w1_t189,e6_w1_t190,1.0,1,F8
e6_w1_t189,e6_w1_t204,0.0667,1,F8
e6_w1_t190,e6_w1_t191,1.0,1,F8
e6_w1_t191,e6_w1_t204,0.0769,1,F8
e6_w1_t193,e6_w1_t194,1.0,1,F8
e6_w1_t193,e6_w1_t203,0.1,1,F8
e6_w1_t194,e6_w1_t195,1.0,1,F8
e6_w1_t194,e6_w1_t201,0.1429,1,F8
e6_w1_t195,e6_w1_t196,1.0,1,F8
e6_w1_t195,e6_w1_t200,0.2,1,F8
e6_w1_t200,e6_w1_t201,1.0,1,F8
e6_w1_t201,e6_w1_t202,1.0,1,F8
e6_w1_t202,e6_w1_t203,1.0,1,F8
e6_w1_t203,e6_w1_t204,1.0,1,F8
e6_w1_t210,e6_w1_t211,1.0,1,F8
e6_w1_t211,e6_w1_t212,1.0,1,F8
e6_w1_t212,e6_w1_t213,1.0,1,F8
e6_w1_t212,e6_w1_t224,0.0833,1,F8
e6_w1_t213,e6_w1_t214,1.0,1,F8
e6_w1_t213,e6_w1_t223,0.1,1,F8
e6_w1_t214,e6_w1_t215,1.0,1,F8
e6_w1_t221,e6_w1_t222,1.0,1,F8
e6_w1_t222,e6_w1_t223,1.0,1,F8
e6_w1_t223,e6_w1_t224,1.0,1,F8
e6_w1_t224,e6_w1_t225,1.0,1,F8
e6_w1_t225,e6_w1_t226,1.0,1,F8
e6_w1_t230,e6_w1_t231,1.0,1,F8
e6_w1_t231,e6_w1_t232,1.0,1,F8
e6_w1_t231,e6_w1_t243,0.0833,1,F8
e6_w1_t232,e6_w1_t233,1.0,1,F8
e6_w1_t233,e6_w1_t242,0.1111,1,F8
e6_w1_t235,e6_w1_t236,1.0,1,F8
e6_w1_t235,e6_w1_t241,0.1667,1,F8
e6_w1_t236,e6_w1_t237,1.0,1,F8
e6_w1_t237,e6_w1_t240,0.3333,1,F8
e6_w1_t239,e6_w1_t240,1.0,1,F8
e6_w1_t240,e6_w1_t241,1.0,1,F8
e6_w1_t241,e6_w1_t242,1.0,1,F8
e6_w1_t242,e6_w1_t243,1.0,1,F8
e6_w1_t243,e6_w1_t244,1.0,1,F8
e6_w1_t244,e6_w1_t245,1.0,1,F8
e6_w1_t251,e6_w1_t252,1.0,1,F8
e6_w1_t252,e6_w1_t253,1.0,1,F8
e6_w1_t253,e6_w1_t254,1.0,1,F8
e6_w1_t254,e6_w1_t255,1.0,1,F8
e7_w1_t4,e7_w1_t9,0.2,1,T7
e7_w1_t8,e7_w1_t9,1.0,1,T7
e7_w1_t11,e7_w1_t12,1.0,1,T7
e7_w1_t24,e7_w1_t25,1.0,1,T7
e7_w1_t88,e7_w1_t89,1.0,1,T7
e7_w1_t89,e7_w1_t90,1.0,1,T7
e7_w1_t98,e7_w1_t99,1.0,1,T7
e7_w1_t99,e7_w1_t100,1.0,1,T7
e7_w1_t155,e7_w1_t156,1.0,1,T7
e7_w1_t156,e7_w1_t157,1.0,1,T7
e7_w1_t168,e7_w1_t169,1.0,1,T7
e7_w1_t183,e7_w1_t184,1.0,1,T7
e7_w1_t184,e7_w1_t185,1.0,1,T7
e7_w1_t196,e7_w1_t225,0.0345,1,T7
e7_w1_t212,e7_w1_t224,0.0833,1,T7
e7_w1_t223,e7_w1_t224,1.0,1,T7
e7_w1_t224,e7_w1_t225,1.0,1,T7
e7_w1_t235,e7_w1_t236,1.0,1,T7
e7_w1_t236,e7_w1_t237,1.0,1,T7
e7_w1_t237,e7_w1_t238,1.0,1,T7
e7_w1_t247,e7_w1_t248,1.0,1,T7
e7_w1_t248,e7_w1_t249,1.0,1,T7
e7_w1_t251,e7_w1_t252,1.0,1,T7
e7_w1_t252,e7_w1_t253,1.0,1,T7
e7_w1_t253,e7_w1_t254,1.0,1,T7
e9_w1_t56,e9_w1_t57,1.0,1,CZ
e9_w1_t57,e9_w1_t58,1.0,1,CZ
e11_w1_t97,e11_w1_t98,1.0,1,T8
e11_w1_t104,e11_w1_t105,1.0,1,T8
e11_w1_t155,e11_w1_t156,1.0,1,T8
e11_w1_t155,e11_w1_t176,0.0476,1,T8
e11_w1_t222,e11_w1_t223,1.0,1,T8
e11_w1_t235,e11_w1_t236,1.0,1,T8
e15_w1_t145,e15_w1_t175,0.0333,1,P4
e15_w1_t174,e15_w1_t175,1.0,1,P4
e15_w1_t175,e15_w1_t176,1.0,1,P4
e15_w1_t185,e15_w1_t186,1.0,1,P4
e16_w1_t29,e16_w1_t59,0.0333,1,P8
e16_w1_t56,e16_w1_t57,1.0,1,P8
e16_w1_t57,e16_w1_t58,1.0,1,P8
e16_w1_t58,e16_w1_t59,1.0,1,P8
e16_w1_t220,e16_w1_t221,1.0,1,P8
e16_w1_t221,e16_w1_t222,1.0,1,P8
e16_w1_t221,e16_w1_t233,0.0833,1,P8
e16_w1_t222,e16_w1_t223,1.0,1,P8
e16_w1_t240,e16_w1_t241,1.0,1,P8
e16_w1_t241,e16_w1_t242,1.0,1,P8
e16_w1_t242,e16_w1_t243,1.0,1,P8
e16_w1_t242,e16_w1_t254,0.0833,1,P8
e16_w1_t243,e16_w1_t244,1.0,1,P8
e16_w1_t244,e16_w1_t245,1.0,1,P8
e16_w1_t252,e16_w1_t253,1.0,1,P8
e16_w1_t253,e16_w1_t254,1.0,1,P8
e17_w1_t158,e17_w1_t159,1.0,1,O1
e17_w1_t159,e17_w1_t160,1.0,1,O1
e17_w1_t165,e17_w1_t166,1.0,1,O1
e17_w1_t172,e17_w1_t173,1.0,1,O1
e17_w1_t173,e17_w1_t174,1.0,1,O1
e17_w1_t175,e17_w1_t184,0.1111,1,O1
e17_w1_t177,e17_w1_t178,1.0,1,O1
e17_w1_t177,e17_w1_t183,0.1667,1,O1
e17_w1_t178,e17_w1_t179,1.0,1,O1
e17_w1_t179,e17_w1_t182,0.3333,1,O1
e17_w1_t181,e17_w1_t182,1.0,1,O1
e17_w1_t182,e17_w1_t183,1.0,1,O1
e17_w1_t183,e17_w1_t184,1.0,1,O1
e17_w1_t184,e17_w1_t185,1.0,1,O1
e17_w1_t189,e17_w1_t190,1.0,1,O1
e17_w1_t189,e17_w1_t226,0.027,1,O1
e17_w1_t190,e17_w1_t191,1.0,1,O1
e17_w1_t190,e17_w1_t224,0.0294,1,O1
e17_w1_t191,e17_w1_t192,1.0,1,O1
e17_w1_t191,e17_w1_t205,0.0714,1,O1
e17_w1_t192,e17_w1_t193,1.0,1,O1
e17_w1_t192,e17_w1_t204,0.0833,1,O1
e17_w1_t193,e17_w1_t194,1.0,1,O1
e17_w1_t194,e17_w1_t195,1.0,1,O1
e17_w1_t194,e17_w1_t204,0.1,1,O1
e17_w1_t195,e17_w1_t196,1.0,1,O1
e17_w1_t196,e17_w1_t203,0.1429,1,O1
e17_w1_t201,e17_w1_t202,1.0,1,O1
e17_w1_t202,e17_w1_t203,1.0,1,O1
e17_w1_t203,e17_w1_t204,1.0,1,O1
e17_w1_t204,e17_w1_t205,1.0,1,O1
e17_w1_t205,e17_w1_t206,1.0,1,O1
e17_w1_t211,e17_w1_t224,0.0769,1,O1
e17_w1_t212,e17_w1_t224,0.0833,1,O1
e17_w1_t214,e17_w1_t215,1.0,1,O1
e17_w1_t214,e17_w1_t223,0.1111,1,O1
e17_w1_t215,e17_w1_t216,1.0,1,O1
e17_w1_t215,e17_w1_t223,0.125,1,O1
e17_w1_t216,e17_w1_t217,1.0,1,O1
e17_w1_t216,e17_w1_t222,0.1667,1,O1
e17_w1_t217,e17_w1_t218,1.0,1,O1
e17_w1_t220,e17_w1_t221,1.0,1,O1
e17_w1_t221,e17_w1_t222,1.0,1,O1
e17_w1_t222,e17_w1_t223,1.0,1,O1
e17_w1_t223,e17_w1_t224,1.0,1,O1
e17_w1_t224,e17_w1_t225,1.0,1,O1
e17_w1_t225,e17_w1_t226,1.0,1,O1
e17_w1_t230,e17_w1_t231,1.0,1,O1
e17_w1_t231,e17_w1_t232,1.0,1,O1
e17_w1_t231,e17_w1_t244,0.0769,1,O1
e17_w1_t232,e17_w1_t233,1.0,1,O1
e17_w1_t232,e17_w1_t242,0.1,1,O1
e17_w1_t233,e17_w1_t234,1.0,1,O1
e17_w1_t234,e17_w1_t235,1.0,1,O1
e17_w1_t234,e17_w1_t242,0.125,1,O1
e17_w1_t235,e17_w1_t236,1.0,1,O1
e17_w1_t236,e17_w1_t241,0.2,1,O1
e17_w1_t239,e17_w1_t240,1.0,1,O1
e17_w1_t240,e17_w1_t241,1.0,1,O1
e17_w1_t241,e17_w1_t242,1.0,1,O1
e17_w1_t242,e17_w1_t243,1.0,1,O1
e17_w1_t243,e17_w1_t244,1.0,1,O1
e17_w1_t244,e17_w1_t245,1.0,1,O1
e17_w1_t248,e17_w1_t249,1.0,1,O1
e17_w1_t249,e17_w1_t250,1.0,1,O1
e17_w1_t250,e17_w1_t251,1.0,1,O1
e17_w1_t251,e17_w1_t252,1.0,1,O1
e17_w1_t252,e17_w1_t253,1.0,1,O1
e17_w1_t253,e17_w1_t254,1.0,1,O1
e17_w1_t254,e17_w1_t255,1.0,1,O1
e18_w1_t58,e18_w1_t59,1.0,1,OZ
e18_w1_t58,e18_w1_t200,0.007,1,OZ
e19_w1_t25,e19_w1_t29,0.25,1,O2
e19_w1_t28,e19_w1_t29,1.0,1,O2
e19_w1_t29,e19_w1_t30,1.0,1,O2
e19_w1_t156,e19_w1_t157,1.0,1,O2
e19_w1_t157,e19_w1_t158,1.0,1,O2
e19_w1_t220,e19_w1_t221,1.0,1,O2
e19_w1_t221,e19_w1_t222,1.0,1,O2
e19_w1_t226,e19_w1_t227,1.0,1,O2
e19_w1_t227,e19_w1_t228,1.0,1,O2
e19_w1_t233,e19_w1_t234,1.0,1,O2
e19_w1_t234,e19_w1_t235,1.0,1,O2
e20_w1_t220,e20_w1_t221,1.0,1,A1
e20_w1_t221,e20_w1_t222,1.0,1,A1
e20_w1_t221,e20_w1_t226,0.2,1,A1
e20_w1_t237,e20_w1_t250,0.0769,1,A1
e20_w1_t248,e20_w1_t249,1.0,1,A1
e20_w1_t249,e20_w1_t250,1.0,1,A1
e0_w2_t24,e0_w2_t25,1.0,2,FP1
e0_w2_t25,e0_w2_t26,1.0,2,FP1
e0_w2_t25,e0_w2_t35,0.1,2,FP1
e0_w2_t92,e0_w2_t93,1.0,2,FP1
e1_w2_t17,e1_w2_t18,1.0,2,FP2
e1_w2_t18,e1_w2_t19,1.0,2,FP2
e1_w2_t19,e1_w2_t20,1.0,2,FP2
e1_w2_t19,e1_w2_t30,0.0909,2,FP2
e1_w2_t86,e1_w2_t96,0.1,2,FP2
e1_w2_t87,e1_w2_t96,0.1111,2,FP2
