source,target,weight,distance,electrode
e0_t96,e0_t106,0.0667,10,FP1
e0_t97,e0_t100,0.0667,3,FP1
e0_t103,e0_t105,0.0667,2,FP1
e0_t113,e0_t119,0.0667,6,FP1
e0_t114,e0_t119,0.0667,5,FP1
e0_t115,e0_t118,0.0667,3,FP1
e0_t121,e0_t126,0.0667,5,FP1
e0_t122,e0_t125,0.0667,3,FP1
e0_t126,e0_t127,0.1333,1,FP1
e0_t141,e0_t230,0.0667,89,FP1
e0_t142,e0_t229,0.0667,87,FP1
e0_t142,e0_t230,0.0667,88,FP1
e0_t143,e0_t146,0.0667,3,FP1
e0_t147,e0_t229,0.0667,82,FP1
e0_t148,e0_t229,0.0667,81,FP1
e0_t149,e0_t153,0.0667,4,FP1
e0_t150,e0_t152,0.0667,2,FP1
e0_t154,e0_t218,0.0667,64,FP1
e0_t154,e0_t229,0.0667,75,FP1
e0_t155,e0_t217,0.0667,62,FP1
e0_t156,e0_t158,0.0667,2,FP1
e0_t159,e0_t217,0.0667,58,FP1
e0_t160,e0_t165,0.0667,5,FP1
e0_t161,e0_t165,0.1333,4,FP1
e0_t166,e0_t217,0.0667,51,FP1
e0_t167,e0_t172,0.1333,5,FP1
e0_t167,e0_t217,0.0667,50,FP1
e0_t168,e0_t170,0.1333,2,FP1
e0_t172,e0_t179,0.0667,7,FP1
e0_t173,e0_t177,0.0667,4,FP1
e0_t173,e0_t178,0.0667,5,FP1
e0_t174,e0_t176,0.0667,2,FP1
e0_t174,e0_t177,0.0667,3,FP1
e0_t180,e0_t207,0.0667,27,FP1
e0_t180,e0_t217,0.0667,37,FP1
e0_t181,e0_t187,0.0667,6,FP1
e0_t181,e0_t188,0.0667,7,FP1
e0_t182,e0_t186,0.0667,4,FP1
e0_t183,e0_t185,0.0667,2,FP1
e0_t188,e0_t193,0.0667,5,FP1
e0_t188,e0_t207,0.0667,19,FP1
e0_t189,e0_t192,0.0667,3,FP1
e0_t190,e0_t192,0.0667,2,FP1
e0_t193,e0_t207,0.0667,14,FP1
e0_t194,e0_t199,0.0667,5,FP1
e0_t195,e0_t198,0.0667,3,FP1
e0_t196,e0_t198,0.0667,2,FP1
e0_t207,e0_t217,0.0667,10,FP1
e0_t208,e0_t215,0.0667,7,FP1
e0_t218,e0_t229,0.0667,11,FP1
e0_t219,e0_t228,0.0667,9,FP1
e0_t219,e0_t229,0.0667,10,FP1
e0_t220,e0_t223,0.0667,3,FP1
e0_t220,e0_t228,0.0667,8,FP1
e0_t224,e0_t228,0.0667,4,FP1
e0_t225,e0_t228,0.0667,3,FP1
e0_t231,e0_t235,0.0667,4,FP1
e0_t231,e0_t236,0.0667,5,FP1
e0_t231,e0_t241,0.0667,10,FP1
e0_t231,e0_t242,0.0667,11,FP1
e0_t231,e0_t246,0.0667,15,FP1
e0_t231,e0_t247,0.0667,16,FP1
e0_t232,e0_t234,0.0667,2,FP1
e0_t236,e0_t240,0.0667,4,FP1
e0_t236,e0_t241,0.0667,5,FP1
e0_t237,e0_t239,0.0667,2,FP1
e0_t242,e0_t246,0.0667,4,FP1
e0_t243,e0_t246,0.0667,3,FP1
e0_t247,e0_t253,0.0667,6,FP1
e0_t247,e0_t254,0.0667,7,FP1
e0_t248,e0_t253,0.0667,5,FP1
e0_t249,e0_t251,0.0667,2,FP1
e0_t253,e0_t254,0.1333,1,FP1
e0_t25,e0_t27,0.0667,2,FP1
e0_t29,e0_t35,0.0667,6,FP1
e0_t29,e0_t36,0.0667,7,FP1
e0_t41,e0_t49,0.0667,8,FP1
e0_t42,e0_t49,0.0667,7,FP1
e0_t50,e0_t78,0.0667,28,FP1
e0_t51,e0_t77,0.0667,26,FP1
e0_t52,e0_t58,0.0667,6,FP1
e0_t52,e0_t77,0.0667,25,FP1
e0_t58,e0_t77,0.0667,19,FP1
e0_t60,e0_t63,0.0667,3,FP1
e0_t60,e0_t64,0.0667,4,FP1
e0_t61,e0_t63,0.0667,2,FP1
e0_t65,e0_t77,0.0667,12,FP1
e0_t66,e0_t69,0.0667,3,FP1
e0_t69,e0_t70,0.0667,1,FP1
e0_t71,e0_t77,0.0667,6,FP1
e0_t72,e0_t76,0.0667,4,FP1
e0_t73,e0_t76,0.0667,3,FP1
e0_t78,e0_t85,0.0667,7,FP1
e0_t79,e0_t85,0.0667,6,FP1
e0_t80,e0_t83,0.0667,3,FP1
e0_t80,e0_t84,0.0667,4,FP1
e0_t81,e0_t83,0.0667,2,FP1
e0_t86,e0_t122,0.0667,36,FP1
e0_t86,e0_t129,0.0667,43,FP1
e0_t86,e0_t135,0.0667,49,FP1
e0_t86,e0_t152,0.0667,66,FP1
e0_t86,e0_t153,0.0667,67,FP1
e0_t87,e0_t91,0.0667,4,FP1
e0_t92,e0_t97,0.0667,5,FP1
e0_t93,e0_t96,0.0667,3,FP1
e0_t98,e0_t110,0.0667,12,FP1
e0_t99,e0_t109,0.0667,10,FP1
e0_t99,e0_t110,0.0667,11,FP1
e0_t101,e0_t109,0.0667,8,FP1
e0_t102,e0_t109,0.0667,7,FP1
e0_t105,e0_t108,0.0667,3,FP1
e0_t111,e0_t117,0.0667,6,FP1
e0_t111,e0_t122,0.0667,11,FP1
e0_t112,e0_t115,0.0667,3,FP1
e0_t117,e0_t121,0.0667,4,FP1
e0_t124,e0_t126,0.0667,2,FP1
e0_t153,e0_t159,0.0667,6,FP1
e0_t154,e0_t159,0.0667,5,FP1
e0_t155,e0_t158,0.0667,3,FP1
e0_t158,e0_t159,0.0667,1,FP1
e0_t160,e0_t225,0.0667,65,FP1
e0_t161,e0_t166,0.0667,5,FP1
e0_t161,e0_t225,0.0667,64,FP1
e0_t162,e0_t165,0.0667,3,FP1
e0_t166,e0_t196,0.0667,30,FP1
e0_t167,e0_t173,0.0667,6,FP1
e0_t168,e0_t172,0.0667,4,FP1
e0_t173,e0_t196,0.0667,23,FP1
e0_t176,e0_t189,0.0667,13,FP1
e0_t184,e0_t188,0.0667,4,FP1
e0_t190,e0_t196,0.0667,6,FP1
e0_t191,e0_t196,0.0667,5,FP1
e0_t192,e0_t194,0.0667,2,FP1
e0_t192,e0_t195,0.0667,3,FP1
e0_t198,e0_t202,0.0667,4,FP1
e0_t198,e0_t203,0.0667,5,FP1
e0_t227,e0_t231,0.0667,4,FP1
e0_t228,e0_t230,0.0667,2,FP1
e0_t238,e0_t255,0.0667,17,FP1
e0_t239,e0_t242,0.0667,3,FP1
e0_t243,e0_t249,0.0667,6,FP1
e0_t244,e0_t248,0.0667,4,FP1
e0_t244,e0_t249,0.0667,5,FP1
e0_t245,e0_t247,0.0667,2,FP1
e0_t249,e0_t255,0.0667,6,FP1
e0_t250,e0_t254,0.0667,4,FP1
e0_t250,e0_t255,0.0667,5,FP1
e0_t252,e0_t254,0.0667,2,FP1
e1_t79,e1_t80,0.2667,1,FP2
e1_t79,e1_t85,0.0667,6,FP2
e1_t150,e1_t151,0.4667,1,FP2
e1_t151,e1_t152,0.3333,1,FP2
e1_t152,e1_t153,0.2667,1,FP2
e1_t152,e1_t225,0.0667,73,FP2
e1_t153,e1_t154,0.2667,1,FP2
e1_t153,e1_t214,0.0667,61,FP2
e1_t154,e1_t155,0.3333,1,FP2
e1_t154,e1_t211,0.0667,57,FP2
e1_t155,e1_t156,0.4,1,FP2
e1_t155,e1_t188,0.0667,33,FP2
e1_t156,e1_t157,0.1333,1,FP2
e1_t156,e1_t166,0.0667,10,FP2
e1_t157,e1_t158,0.1333,1,FP2
e1_t196,e1_t197,0.2667,1,FP2
e1_t200,e1_t205,0.0667,5,FP2
e1_t204,e1_t205,0.2667,1,FP2
e1_t205,e1_t206,0.2667,1,FP2
e1_t206,e1_t207,0.2,1,FP2
e1_t0,e1_t1,0.3333,1,FP2
e1_t90,e1_t147,0.0667,57,FP2
e1_t144,e1_t145,0.4,1,FP2
e1_t145,e1_t146,0.2667,1,FP2
e1_t146,e1_t147,0.3333,1,FP2
e1_t147,e1_t148,0.2667,1,FP2
e1_t213,e1_t214,0.5333,1,FP2
e1_t214,e1_t215,0.3333,1,FP2
e1_t31,e1_t32,0.4,1,FP2
e1_t78,e1_t79,0.2,1,FP2
e1_t79,e1_t90,0.0667,11,FP2
e1_t104,e1_t105,0.3333,1,FP2
e1_t105,e1_t106,0.3333,1,FP2
e1_t246,e1_t247,0.3333,1,FP2
e1_t250,e1_t251,0.2667,1,FP2
e1_t61,e1_t62,0.2,1,FP2
e1_t99,e1_t100,0.2667,1,FP2
e1_t108,e1_t109,0.1333,1,FP2
e1_t109,e1_t110,0.3333,1,FP2
e1_t109,e1_t113,0.1333,4,FP2
e1_t110,e1_t112,0.1333,2,FP2
e1_t111,e1_t112,0.2667,1,FP2
e1_t112,e1_t113,0.3333,1,FP2
e1_t113,e1_t114,0.2667,1,FP2
e1_t115,e1_t116,0.1333,1,FP2
e1_t116,e1_t117,0.1333,1,FP2
e1_t116,e1_t135,0.0667,19,FP2
e1_t116,e1_t136,0.0667,20,FP2
e1_t117,e1_t118,0.2667,1,FP2
e1_t117,e1_t120,0.0667,3,FP2
e1_t138,e1_t143,0.0667,5,FP2
e1_t139,e1_t143,0.0667,4,FP2
e1_t142,e1_t143,0.1333,1,FP2
e1_t143,e1_t144,0.4667,1,FP2
e1_t147,e1_t172,0.0667,25,FP2
e1_t151,e1_t172,0.0667,21,FP2
e1_t152,e1_t172,0.0667,20,FP2
e1_t154,e1_t171,0.0667,17,FP2
e1_t164,e1_t165,0.2667,1,FP2
e1_t165,e1_t166,0.1333,1,FP2
e1_t166,e1_t171,0.0667,5,FP2
e1_t167,e1_t171,0.0667,4,FP2
e1_t170,e1_t171,0.1333,1,FP2
e1_t171,e1_t172,0.2667,1,FP2
e1_t173,e1_t174,0.3333,1,FP2
e1_t174,e1_t175,0.3333,1,FP2
e1_t179,e1_t180,0.2667,1,FP2
e1_t182,e1_t183,0.2667,1,FP2
e1_t211,e1_t212,0.1333,1,FP2
e1_t212,e1_t213,0.4,1,FP2
e1_t225,e1_t226,0.2667,1,FP2
e1_t232,e1_t242,0.0667,10,FP2
e1_t240,e1_t241,0.2667,1,FP2
e1_t241,e1_t242,0.2,1,FP2
e1_t244,e1_t245,0.2667,1,FP2
e1_t251,e1_t252,0.2667,1,FP2
e1_t252,e1_t255,0.0667,3,FP2
e1_t254,e1_t255,0.2667,1,FP2
e1_t0,e1_t17,0.0667,17,FP2
e1_t1,e1_t2,0.2,1,FP2
e1_t1,e1_t17,0.0667,16,FP2
e1_t2,e1_t3,0.1333,1,FP2
e1_t2,e1_t5,0.0667,3,FP2
e1_t2,e1_t16,0.0667,14,FP2
e1_t14,e1_t15,0.2667,1,FP2
e1_t15,e1_t16,0.2667,1,FP2
e1_t16,e1_t17,0.3333,1,FP2
e1_t19,e1_t20,0.0667,1,FP2
e1_t22,e1_t23,0.0667,1,FP2
e1_t25,e1_t26,0.2,1,FP2
e1_t25,e1_t29,0.1333,4,FP2
e1_t28,e1_t29,0.3333,1,FP2
e1_t31,e1_t35,0.0667,4,FP2
e1_t32,e1_t33,0.3333,1,FP2
e1_t33,e1_t35,0.0667,2,FP2
e1_t34,e1_t35,0.2667,1,FP2
e1_t35,e1_t36,0.2667,1,FP2
e1_t36,e1_t37,0.2667,1,FP2
e1_t46,e1_t47,0.2,1,FP2
e1_t47,e1_t48,0.3333,1,FP2
e1_t53,e1_t54,0.2,1,FP2
e1_t54,e1_t55,0.2,1,FP2
e1_t71,e1_t72,0.4,1,FP2
e1_t72,e1_t73,0.4,1,FP2
e1_t73,e1_t74,0.3333,1,FP2
e1_t76,e1_t77,0.4,1,FP2
e1_t79,e1_t101,0.0667,22,FP2
e1_t89,e1_t96,0.0667,7,FP2
e1_t90,e1_t96,0.1333,6,FP2
e1_t92,e1_t95,0.1333,3,FP2
e1_t94,e1_t95,0.2667,1,FP2
e1_t95,e1_t96,0.2667,1,FP2
e1_t100,e1_t101,0.3333,1,FP2
e1_t110,e1_t111,0.1333,1,FP2
e1_t111,e1_t141,0.0667,30,FP2
e1_t112,e1_t140,0.0667,28,FP2
e1_t120,e1_t121,0.2667,1,FP2
e1_t121,e1_t122,0.2,1,FP2
e1_t123,e1_t140,0.0667,17,FP2
e1_t124,e1_t125,0.0667,1,FP2
e1_t125,e1_t126,0.2,1,FP2
e1_t125,e1_t133,0.0667,8,FP2
e1_t128,e1_t133,0.0667,5,FP2
e1_t132,e1_t133,0.2,1,FP2
e1_t133,e1_t134,0.2,1,FP2
e1_t134,e1_t135,0.2667,1,FP2
e1_t136,e1_t140,0.0667,4,FP2
e1_t139,e1_t140,0.3333,1,FP2
e1_t140,e1_t141,0.2,1,FP2
e1_t141,e1_t142,0.2667,1,FP2
e1_t158,e1_t159,0.3333,1,FP2
e1_t158,e1_t168,0.1333,10,FP2
e1_t177,e1_t178,0.2,1,FP2
e1_t178,e1_t179,0.2667,1,FP2
e1_t178,e1_t182,0.0667,4,FP2
e1_t180,e1_t181,0.0667,1,FP2
e1_t181,e1_t182,0.2,1,FP2
e1_t184,e1_t185,0.2,1,FP2
e1_t185,e1_t186,0.2667,1,FP2
e1_t185,e1_t189,0.1333,4,FP2
e1_t197,e1_t198,0.2667,1,FP2
e1_t237,e1_t238,0.4,1,FP2
e1_t4,e1_t5,0.3333,1,FP2
e1_t98,e1_t99,0.1333,1,FP2
e1_t103,e1_t104,0.2,1,FP2
e1_t195,e1_t196,0.2667,1,FP2
e1_t198,e1_t199,0.2667,1,FP2
e1_t198,e1_t243,0.0667,45,FP2
e1_t199,e1_t200,0.2667,1,FP2
e1_t199,e1_t242,0.0667,43,FP2
e1_t201,e1_t241,0.0667,40,FP2
e1_t242,e1_t243,0.2,1,FP2
e1_t243,e1_t244,0.3333,1,FP2
e1_t7,e1_t8,0.3333,1,FP2
e1_t8,e1_t9,0.3333,1,FP2
e1_t9,e1_t10,0.2,1,FP2
e1_t10,e1_t11,0.2667,1,FP2
e1_t10,e1_t77,0.0667,67,FP2
e1_t21,e1_t76,0.0667,55,FP2
e1_t22,e1_t76,0.0667,54,FP2
e1_t23,e1_t24,0.1333,1,FP2
e1_t24,e1_t25,0.2667,1,FP2
e1_t24,e1_t75,0.0667,51,FP2
e1_t25,e1_t74,0.0667,49,FP2
e1_t28,e1_t73,0.0667,45,FP2
e1_t29,e1_t30,0.3333,1,FP2
e1_t29,e1_t70,0.0667,41,FP2
e1_t30,e1_t31,0.2,1,FP2
e1_t35,e1_t65,0.0667,30,FP2
e1_t39,e1_t40,0.3333,1,FP2
e1_t40,e1_t41,0.2667,1,FP2
e1_t59,e1_t60,0.2667,1,FP2
e1_t60,e1_t61,0.2,1,FP2
e1_t64,e1_t65,0.2,1,FP2
e1_t65,e1_t66,0.2667,1,FP2
e1_t66,e1_t67,0.2,1,FP2
e1_t74,e1_t75,0.2,1,FP2
e1_t75,e1_t76,0.4,1,FP2
e1_t77,e1_t78,0.3333,1,FP2
e1_t135,e1_t136,0.2667,1,FP2
e1_t136,e1_t137,0.3333,1,FP2
e1_t137,e1_t138,0.4,1,FP2
e1_t138,e1_t139,0.2667,1,FP2
e1_t63,e1_t136,0.0667,73,FP2
e1_t65,e1_t135,0.0667,70,FP2
e1_t66,e1_t135,0.0667,69,FP2
e1_t69,e1_t70,0.2,1,FP2
e1_t70,e1_t71,0.2667,1,FP2
e1_t109,e1_t134,0.0667,25,FP2
e1_t113,e1_t134,0.0667,21,FP2
e1_t122,e1_t129,0.0667,7,FP2
e1_t128,e1_t129,0.2,1,FP2
e1_t163,e1_t164,0.3333,1,FP2
e1_t164,e1_t168,0.0667,4,FP2
e1_t165,e1_t167,0.0667,2,FP2
e1_t167,e1_t168,0.3333,1,FP2
e1_t168,e1_t169,0.2,1,FP2
e1_t172,e1_t173,0.4,1,FP2
e1_t178,e1_t209,0.0667,31,FP2
e1_t184,e1_t190,0.0667,6,FP2
e1_t186,e1_t187,0.2,1,FP2
e1_t186,e1_t189,0.2,3,FP2
e1_t188,e1_t189,0.3333,1,FP2
e1_t189,e1_t190,0.2667,1,FP2
e1_t190,e1_t201,0.0667,11,FP2
e1_t191,e1_t192,0.2,1,FP2
e1_t191,e1_t195,0.1333,4,FP2
e1_t192,e1_t193,0.2667,1,FP2
e1_t194,e1_t195,0.3333,1,FP2
e1_t198,e1_t200,0.0667,2,FP2
e1_t200,e1_t201,0.2667,1,FP2
e1_t201,e1_t202,0.3333,1,FP2
e1_t202,e1_t203,0.2,1,FP2
e1_t202,e1_t209,0.1333,7,FP2
e1_t203,e1_t204,0.1333,1,FP2
e1_t203,e1_t207,0.0667,4,FP2
e1_t205,e1_t207,0.0667,2,FP2
e1_t207,e1_t208,0.2,1,FP2
e1_t208,e1_t209,0.2,1,FP2
e1_t210,e1_t211,0.1333,1,FP2
e1_t210,e1_t213,0.0667,3,FP2
e1_t220,e1_t221,0.3333,1,FP2
e1_t221,e1_t222,0.2667,1,FP2
e1_t221,e1_t224,0.0667,3,FP2
e1_t221,e1_t235,0.0667,14,FP2
e1_t225,e1_t235,0.0667,10,FP2
e1_t226,e1_t235,0.0667,9,FP2
e1_t227,e1_t235,0.0667,8,FP2
e1_t228,e1_t229,0.2,1,FP2
e1_t229,e1_t230,0.2667,1,FP2
e1_t229,e1_t234,0.0667,5,FP2
e1_t230,e1_t231,0.2667,1,FP2
e1_t230,e1_t234,0.0667,4,FP2
e1_t231,e1_t233,0.0667,2,FP2
e1_t232,e1_t233,0.2667,1,FP2
e1_t233,e1_t234,0.1333,1,FP2
e1_t234,e1_t235,0.2,1,FP2
e1_t236,e1_t237,0.3333,1,FP2
e1_t237,e1_t241,0.0667,4,FP2
e1_t237,e1_t242,0.1333,5,FP2
e1_t237,e1_t254,0.0667,17,FP2
e1_t238,e1_t239,0.2,1,FP2
e1_t242,e1_t254,0.0667,12,FP2
e1_t243,e1_t254,0.0667,11,FP2
e1_t244,e1_t254,0.0667,10,FP2
e1_t246,e1_t253,0.0667,7,FP2
e1_t247,e1_t248,0.2667,1,FP2
e1_t247,e1_t252,0.0667,5,FP2
e1_t247,e1_t253,0.0667,6,FP2
e1_t248,e1_t249,0.3333,1,FP2
e1_t248,e1_t251,0.0667,3,FP2
e1_t248,e1_t252,0.0667,4,FP2
e1_t249,e1_t250,0.2,1,FP2
e1_t252,e1_t253,0.2667,1,FP2
e1_t253,e1_t254,0.2,1,FP2
e1_t0,e1_t8,0.0667,8,FP2
e1_t0,e1_t9,0.0667,9,FP2
e1_t2,e1_t8,0.0667,6,FP2
e1_t3,e1_t8,0.0667,5,FP2
e1_t4,e1_t8,0.0667,4,FP2
e1_t6,e1_t7,0.2,1,FP2
e1_t11,e1_t12,0.2,1,FP2
e1_t11,e1_t15,0.0667,4,FP2
e1_t12,e1_t14,0.0667,2,FP2
e1_t13,e1_t14,0.1333,1,FP2
e1_t16,e1_t83,0.0667,67,FP2
e1_t17,e1_t18,0.2,1,FP2
e1_t17,e1_t64,0.0667,47,FP2
e1_t17,e1_t83,0.0667,66,FP2
e1_t18,e1_t19,0.1333,1,FP2
e1_t19,e1_t32,0.0667,13,FP2
e1_t20,e1_t21,0.1333,1,FP2
e1_t21,e1_t22,0.1333,1,FP2
e1_t21,e1_t25,0.1333,4,FP2
e1_t26,e1_t27,0.2667,1,FP2
e1_t26,e1_t32,0.0667,6,FP2
e1_t27,e1_t28,0.1333,1,FP2
e1_t27,e1_t30,0.0667,3,FP2
e1_t27,e1_t31,0.0667,4,FP2
e1_t28,e1_t30,0.0667,2,FP2
e1_t32,e1_t39,0.0667,7,FP2
e1_t33,e1_t34,0.2,1,FP2
e1_t33,e1_t37,0.0667,4,FP2
e1_t34,e1_t36,0.0667,2,FP2
e1_t37,e1_t38,0.2667,1,FP2
e1_t39,e1_t45,0.0667,6,FP2
e1_t39,e1_t46,0.0667,7,FP2
e1_t41,e1_t42,0.1333,1,FP2
e1_t41,e1_t45,0.1333,4,FP2
e1_t42,e1_t44,0.0667,2,FP2
e1_t43,e1_t44,0.2667,1,FP2
e1_t44,e1_t45,0.2667,1,FP2
e1_t45,e1_t46,0.1333,1,FP2
e1_t47,e1_t57,0.1333,10,FP2
e1_t47,e1_t63,0.0667,16,FP2
e1_t48,e1_t49,0.2667,1,FP2
e1_t48,e1_t52,0.1333,4,FP2
e1_t48,e1_t56,0.0667,8,FP2
e1_t49,e1_t50,0.2667,1,FP2
e1_t52,e1_t56,0.0667,4,FP2
e1_t53,e1_t56,0.1333,3,FP2
e1_t55,e1_t56,0.2,1,FP2
e1_t56,e1_t57,0.2667,1,FP2
e1_t58,e1_t59,0.2,1,FP2
e1_t59,e1_t63,0.0667,4,FP2
e1_t60,e1_t62,0.0667,2,FP2
e1_t62,e1_t63,0.0667,1,FP2
e1_t63,e1_t64,0.1333,1,FP2
e1_t66,e1_t74,0.0667,8,FP2
e1_t66,e1_t80,0.0667,14,FP2
e1_t66,e1_t82,0.0667,16,FP2
e1_t67,e1_t68,0.2667,1,FP2
e1_t68,e1_t69,0.2667,1,FP2
e1_t68,e1_t73,0.0667,5,FP2
e1_t70,e1_t72,0.0667,2,FP2
e1_t75,e1_t77,0.0667,2,FP2
e1_t75,e1_t79,0.0667,4,FP2
e1_t80,e1_t81,0.2,1,FP2
e1_t81,e1_t82,0.2,1,FP2
e1_t82,e1_t83,0.2,1,FP2
e1_t83,e1_t84,0.2667,1,FP2
e1_t84,e1_t85,0.2667,1,FP2
e1_t84,e1_t90,0.0667,6,FP2
e1_t85,e1_t86,0.2667,1,FP2
e1_t85,e1_t88,0.0667,3,FP2
e1_t85,e1_t89,0.1333,4,FP2
e1_t86,e1_t87,0.2,1,FP2
e1_t87,e1_t88,0.2667,1,FP2
e1_t88,e1_t89,0.2,1,FP2
e1_t89,e1_t90,0.2,1,FP2
e1_t91,e1_t92,0.2667,1,FP2
e1_t91,e1_t96,0.0667,5,FP2
e1_t92,e1_t93,0.2667,1,FP2
e1_t93,e1_t94,0.2667,1,FP2
e1_t97,e1_t98,0.1333,1,FP2
e1_t97,e1_t147,0.0667,50,FP2
e1_t97,e1_t148,0.0667,51,FP2
e1_t99,e1_t104,0.0667,5,FP2
e1_t100,e1_t103,0.0667,3,FP2
e1_t102,e1_t103,0.2667,1,FP2
e1_t105,e1_t111,0.0667,6,FP2
e1_t105,e1_t112,0.0667,7,FP2
e1_t106,e1_t107,0.1333,1,FP2
e1_t106,e1_t110,0.0667,4,FP2
e1_t106,e1_t111,0.0667,5,FP2
e1_t107,e1_t108,0.1333,1,FP2
e1_t107,e1_t109,0.0667,2,FP2
e1_t107,e1_t110,0.0667,3,FP2
e1_t112,e1_t147,0.0667,35,FP2
e1_t113,e1_t118,0.0667,5,FP2
e1_t113,e1_t131,0.0667,18,FP2
e1_t113,e1_t132,0.0667,19,FP2
e1_t113,e1_t133,0.0667,20,FP2
e1_t113,e1_t139,0.0667,26,FP2
e1_t113,e1_t140,0.0667,27,FP2
e1_t113,e1_t146,0.0667,33,FP2
e1_t114,e1_t115,0.2,1,FP2
e1_t114,e1_t116,0.0667,2,FP2
e1_t118,e1_t119,0.1333,1,FP2
e1_t118,e1_t124,0.0667,6,FP2
e1_t119,e1_t120,0.2,1,FP2
e1_t119,e1_t123,0.1333,4,FP2
e1_t119,e1_t124,0.0667,5,FP2
e1_t120,e1_t123,0.0667,3,FP2
e1_t122,e1_t123,0.1333,1,FP2
e1_t123,e1_t124,0.1333,1,FP2
e1_t124,e1_t130,0.0667,6,FP2
e1_t125,e1_t130,0.0667,5,FP2
e1_t126,e1_t127,0.2,1,FP2
e1_t126,e1_t129,0.1333,3,FP2
e1_t127,e1_t128,0.2,1,FP2
e1_t129,e1_t130,0.0667,1,FP2
e1_t134,e1_t138,0.0667,4,FP2
e1_t134,e1_t139,0.0667,5,FP2
e1_t136,e1_t138,0.0667,2,FP2
e1_t140,e1_t145,0.0667,5,FP2
e1_t141,e1_t144,0.0667,3,FP2
e1_t141,e1_t145,0.0667,4,FP2
e1_t142,e1_t144,0.0667,2,FP2
e1_t149,e1_t155,0.0667,6,FP2
e1_t150,e1_t155,0.0667,5,FP2
e1_t151,e1_t154,0.0667,3,FP2
e1_t157,e1_t159,0.0667,2,FP2
e1_t159,e1_t160,0.1333,1,FP2
e1_t161,e1_t162,0.0667,1,FP2
e1_t162,e1_t163,0.1333,1,FP2
e1_t162,e1_t219,0.0667,57,FP2
e1_t162,e1_t220,0.0667,58,FP2
e1_t163,e1_t170,0.0667,7,FP2
e1_t163,e1_t219,0.0667,56,FP2
e1_t164,e1_t170,0.0667,6,FP2
e1_t166,e1_t169,0.0667,3,FP2
e1_t169,e1_t170,0.2,1,FP2
e1_t172,e1_t204,0.0667,32,FP2
e1_t177,e1_t184,0.0667,7,FP2
e1_t177,e1_t196,0.0667,19,FP2
e1_t177,e1_t197,0.0667,20,FP2
e1_t179,e1_t183,0.1333,4,FP2
e1_t180,e1_t182,0.0667,2,FP2
e1_t185,e1_t190,0.1333,5,FP2
e1_t186,e1_t190,0.0667,4,FP2
e1_t187,e1_t189,0.1333,2,FP2
e1_t190,e1_t191,0.0667,1,FP2
e1_t192,e1_t195,0.0667,3,FP2
e1_t192,e1_t196,0.0667,4,FP2
e1_t193,e1_t194,0.2,1,FP2
e1_t193,e1_t195,0.0667,2,FP2
e1_t198,e1_t202,0.0667,4,FP2
e1_t198,e1_t203,0.0667,5,FP2
e1_t199,e1_t201,0.0667,2,FP2
e1_t199,e1_t202,0.0667,3,FP2
e1_t204,e1_t209,0.0667,5,FP2
e1_t204,e1_t210,0.0667,6,FP2
e1_t205,e1_t208,0.1333,3,FP2
e1_t205,e1_t209,0.0667,4,FP2
e1_t206,e1_t208,0.0667,2,FP2
e1_t209,e1_t210,0.2,1,FP2
e1_t211,e1_t219,0.0667,8,FP2
e1_t212,e1_t217,0.0667,5,FP2
e1_t213,e1_t216,0.0667,3,FP2
e1_t216,e1_t217,0.2,1,FP2
e1_t217,e1_t218,0.1333,1,FP2
e1_t218,e1_t219,0.0667,1,FP2
e1_t222,e1_t223,0.0667,1,FP2
e1_t222,e1_t226,0.0667,4,FP2
e1_t222,e1_t227,0.0667,5,FP2
e1_t222,e1_t233,0.0667,11,FP2
e1_t222,e1_t234,0.0667,12,FP2
e1_t223,e1_t224,0.2667,1,FP2
e1_t223,e1_t225,0.0667,2,FP2
e1_t226,e1_t227,0.1333,1,FP2
e1_t228,e1_t232,0.0667,4,FP2
e1_t229,e1_t231,0.0667,2,FP2
e1_t231,e1_t232,0.2,1,FP2
e1_t235,e1_t236,0.1333,1,FP2
e1_t235,e1_t241,0.0667,6,FP2
e1_t235,e1_t242,0.0667,7,FP2
e1_t236,e1_t239,0.0667,3,FP2
e1_t243,e1_t250,0.0667,7,FP2
e1_t244,e1_t248,0.0667,4,FP2
e1_t245,e1_t246,0.2,1,FP2
e1_t245,e1_t247,0.0667,2,FP2
e1_t251,e1_t255,0.0667,4,FP2
e1_t0,e1_t5,0.0667,5,FP2
e1_t0,e1_t12,0.0667,12,FP2
e1_t1,e1_t4,0.0667,3,FP2
e1_t3,e1_t4,0.1333,1,FP2
e1_t7,e1_t10,0.0667,3,FP2
e1_t7,e1_t11,0.0667,4,FP2
e1_t13,e1_t18,0.0667,5,FP2
e1_t14,e1_t17,0.0667,3,FP2
e1_t14,e1_t18,0.0667,4,FP2
e1_t15,e1_t17,0.0667,2,FP2
e1_t21,e1_t24,0.0667,3,FP2
e1_t21,e1_t33,0.0667,12,FP2
e1_t21,e1_t34,0.0667,13,FP2
e1_t27,e1_t32,0.0667,5,FP2
e1_t27,e1_t33,0.0667,6,FP2
e1_t29,e1_t32,0.0667,3,FP2
e1_t35,e1_t95,0.0667,60,FP2
e1_t36,e1_t82,0.0667,46,FP2
e1_t36,e1_t83,0.0667,47,FP2
e1_t37,e1_t40,0.0667,3,FP2
